id_miembro,fec_registro,id_ciudad,genero,rango_edad,canal_pref,activo,fec_ultima_compra
46715,2025-05-25,Cuenca,,18-25,Tienda,True,2025-06-19
46716,2025-12-29,Lugo,F,46-60,Mobile,True,2026-03-17
46717,2021-10-15,Pontevedra,F,26-35,Mobile,True,2023-08-11
46718,2025-11-09,Barcelona,,26-35,Web,True,2026-02-14
46719,2021-07-07,Guadalajara,F,36-45,Web,False,2023-09-14
46720,2021-10-12,Albacete,,36-45,Mobile,True,2024-08-16
46721,2021-11-05,Badajoz,,60+,Mobile,True,2022-02-16
46722,2023-12-01,Teruel,,26-35,Web,True,2026-02-13
46723,2026-02-22,Salamanca,M,18-25,Web,True,2026-03-20
46724,2023-05-14,Santa Cruz de Tenerife,F,36-45,Mobile,True,2023-10-12
46725,2026-03-28,Pontevedra,,26-35,Tienda,True,2026-04-21
46726,2022-04-16,Castellón,M,18-25,Mobile,True,2024-06-15
46727,2022-09-29,Castellón,F,60+,Tienda,True,2024-07-19
46728,2023-10-01,Albacete,F,26-35,Tienda,False,2025-12-07
46729,2023-03-06,Burgos,M,18-25,Tienda,True,2024-06-29
46730,2023-07-13,Baleares,,36-45,Tienda,True,2025-03-29
46731,2025-08-03,Soria,M,46-60,Mobile,True,2025-12-02
46732,2023-12-25,Badajoz,F,60+,Tienda,True,2026-01-13
46733,2025-04-14,Pontevedra,,18-25,Mobile,True,2025-04-15
46734,2023-08-17,Cantabria,M,60+,Tienda,True,2025-03-18
46735,2022-05-19,Sevilla,M,26-35,Tienda,True,2024-07-28
46736,2023-05-27,Ourense,M,26-35,Web,True,2025-07-31
46737,2025-10-08,Albacete,M,36-45,Web,True,2025-11-26
46738,2024-09-23,La Coruña,,60+,Tienda,True,2024-09-25
46739,2022-12-18,La Coruña,,46-60,Mobile,True,2025-09-09
46740,2022-03-07,Sevilla,M,36-45,Mobile,True,2023-07-03
46741,2023-03-25,Teruel,M,18-25,Tienda,True,2024-03-18
46742,2023-08-27,Valencia,F,36-45,Mobile,True,2025-02-13
46743,2021-10-16,Castellón,F,18-25,Tienda,True,2025-02-16
46744,2021-10-26,Albacete,M,26-35,Tienda,True,2024-02-06
46745,2022-04-28,Córdoba,F,60+,Mobile,True,2024-02-17
46746,2023-01-26,Guipúzcoa,,60+,Web,True,2023-02-24
46747,2025-07-01,La Coruña,F,46-60,Tienda,True,2026-02-27
46748,2023-01-25,Soria,M,26-35,Web,True,2024-02-18
46749,2025-04-20,Valencia,F,26-35,Tienda,True,2026-02-20
46750,2021-07-01,Cáceres,,36-45,Web,False,2024-05-07
46751,2022-12-09,Ourense,F,36-45,Mobile,True,2023-10-06
46752,2024-01-25,Cáceres,,18-25,Mobile,True,2025-10-25
46753,2023-05-24,Palencia,M,18-25,Tienda,True,2025-11-08
46754,2026-01-21,Jaén,,60+,Web,True,2026-02-28
46755,2026-02-24,Sevilla,,18-25,Web,True,2026-04-09
46756,2024-06-29,Vizcaya,F,60+,Web,True,2026-04-12
46757,2021-12-10,Cantabria,F,36-45,Mobile,True,2025-10-28
46758,2022-01-01,Guadalajara,,18-25,Web,True,2025-05-04
46759,2025-04-27,Toledo,F,46-60,Web,True,2025-07-21
46760,2024-09-02,Murcia,F,18-25,Mobile,True,2025-03-28
46761,2022-11-14,Barcelona,F,18-25,Tienda,True,2025-10-14
46762,2021-11-16,Cáceres,,60+,Web,True,2023-02-10
46763,2026-03-09,Navarra,,36-45,Tienda,True,2026-05-12
46764,2023-06-17,Lugo,F,60+,Web,True,2024-06-08
46765,2022-09-23,Palencia,M,36-45,Web,True,2023-11-09
46766,2023-04-02,Asturias,M,60+,Mobile,True,2024-06-24
46767,2025-08-12,Burgos,M,36-45,Mobile,True,2026-03-03
46768,2021-07-31,Granada,M,60+,Mobile,True,2025-03-03
46769,2025-07-10,Lugo,,18-25,Tienda,True,2026-03-10
46770,2023-09-24,Cuenca,M,26-35,Mobile,True,2023-12-26
46771,2025-10-10,Pontevedra,,60+,Tienda,True,2026-03-22
46772,2022-10-12,Murcia,M,36-45,Web,True,2023-11-06
46773,2022-06-02,Granada,F,18-25,Web,True,2022-07-22
46774,2025-10-06,Cáceres,M,60+,Web,True,2026-01-11
46775,2024-03-09,Ourense,M,36-45,Tienda,True,2024-10-02
46776,2023-11-27,Toledo,,26-35,Tienda,True,2026-05-03
46777,2021-08-21,Cádiz,M,60+,Tienda,True,2024-04-29
46778,2023-02-25,Salamanca,F,46-60,Mobile,True,2024-03-20
46779,2025-08-10,Cantabria,M,26-35,Web,True,2026-03-18
46780,2025-06-02,Albacete,F,26-35,Web,True,2025-10-22
46781,2025-01-27,Pontevedra,,26-35,Mobile,True,2025-04-29
46782,2023-01-04,Granada,F,26-35,Mobile,False,2025-08-03
46783,2025-11-01,Cáceres,,26-35,Web,True,2026-03-06
46784,2025-09-07,Huelva,M,60+,Mobile,True,2026-03-14
46785,2023-02-27,Guadalajara,M,26-35,Mobile,True,2025-09-29
46786,2024-03-11,Valladolid,,60+,Tienda,True,2025-12-07
46787,2021-08-25,Lugo,F,36-45,Mobile,True,2026-03-15
46788,2026-01-13,Barcelona,,26-35,Tienda,True,2026-04-01
46789,2021-11-08,Teruel,M,46-60,Web,True,2022-04-14
46790,2023-11-23,Salamanca,,26-35,Mobile,True,2025-09-17
46791,2026-04-12,Álava,,26-35,Web,True,2026-04-18
46792,2026-01-08,Teruel,,18-25,Web,True,2026-03-29
46793,2024-01-22,Baleares,F,26-35,Web,True,2026-04-06
46794,2024-11-06,Zaragoza,M,26-35,Mobile,True,2024-11-26
46795,2025-01-08,Cantabria,,36-45,Mobile,False,2025-01-30
46796,2025-09-09,Baleares,,60+,Mobile,True,2025-09-27
46797,2021-09-22,Álava,F,18-25,Mobile,True,2021-10-27
46798,2023-08-30,Valladolid,F,18-25,Mobile,True,2025-03-16
46799,2025-11-02,Baleares,,18-25,Web,True,2026-04-13
46800,2022-10-06,Sevilla,M,46-60,Mobile,False,2025-10-21
46801,2023-06-24,Almería,M,60+,Mobile,True,2024-02-07
46802,2022-06-08,León,,36-45,Web,True,2024-05-08
46803,2025-09-10,Álava,,36-45,Tienda,True,2025-09-21
46804,2024-03-25,Lugo,F,60+,Tienda,True,2026-02-26
46805,2022-06-04,Cuenca,M,26-35,Mobile,True,2025-12-28
46806,2022-07-03,Huelva,M,60+,Web,False,2025-11-30
46807,2025-12-29,Ciudad,,46-60,Tienda,True,2026-04-14
46808,2023-10-06,Málaga,M,26-35,Web,True,2023-12-22
46809,2025-10-11,Guipúzcoa,M,26-35,Tienda,False,2026-02-14
46810,2022-07-03,Melilla,F,18-25,Mobile,True,2022-11-20
46811,2022-09-06,Ourense,F,60+,Tienda,True,2022-09-11
46812,2023-09-12,Ceuta,F,60+,Web,True,2023-10-27
46813,2025-06-06,Valladolid,M,18-25,Tienda,True,2025-10-20
46814,2023-11-27,Lugo,,46-60,Tienda,True,2024-06-06
46815,2026-05-17,Cáceres,M,26-35,Tienda,True,2026-05-17
46816,2024-08-06,Sevilla,F,36-45,Tienda,True,2025-01-05
46817,2023-11-09,Santa Cruz de Tenerife,F,60+,Mobile,True,2024-02-25
46818,2024-03-02,Valencia,M,60+,Web,True,2026-04-28
46819,2021-10-16,Melilla,F,26-35,Tienda,True,2022-04-04
46820,2025-01-05,Barcelona,M,26-35,Tienda,True,2025-04-01
46821,2024-08-22,Burgos,,26-35,Mobile,True,2026-04-26
46822,2026-01-26,Navarra,F,18-25,Web,True,2026-05-06
46823,2024-01-01,Barcelona,,60+,Tienda,True,2025-05-14
46824,2022-12-02,Barcelona,M,26-35,Mobile,True,2023-05-13
46825,2022-11-20,Murcia,,36-45,Web,True,2024-06-22
46826,2024-06-04,Soria,,36-45,Mobile,True,2026-02-18
46827,2023-05-15,Valencia,,46-60,Web,True,2025-09-16
46828,2024-01-13,Segovia,,60+,Tienda,True,2024-07-23
46829,2023-09-25,Ciudad,M,18-25,Mobile,True,2025-10-21
46830,2021-11-29,León,M,36-45,Web,True,2022-11-29
46831,2022-09-11,Madrid,F,18-25,Web,True,2024-04-10
46832,2024-12-27,Zamora,,36-45,Mobile,True,2025-11-29
46833,2024-12-09,Barcelona,F,18-25,Mobile,True,2025-08-26
46834,2026-02-25,Burgos,M,18-25,Web,True,2026-04-03
46835,2024-04-26,Tarragona,M,60+,Web,True,2025-12-05
46836,2022-01-15,Lugo,F,18-25,Web,True,2024-11-18
46837,2024-12-15,Huelva,M,18-25,Web,True,2026-03-01
46838,2024-04-03,Toledo,,60+,Web,False,2025-06-26
46839,2023-01-27,Huesca,M,46-60,Web,True,2023-03-14
46840,2021-08-14,Málaga,,18-25,Web,True,2025-04-30
46841,2023-11-27,La Rioja,M,36-45,Tienda,True,2025-11-21
46842,2025-03-13,Santa Cruz de Tenerife,,26-35,Mobile,True,2025-03-17
46843,2024-08-09,Málaga,,26-35,Mobile,True,2025-05-17
46844,2026-05-13,Ávila,F,36-45,Tienda,True,2026-05-15
46845,2023-05-04,Segovia,M,36-45,Web,False,2024-04-19
46846,2025-09-16,Álava,F,26-35,Tienda,True,2025-10-09
46847,2022-01-16,Alicante,,18-25,Mobile,False,2025-04-11
46848,2022-07-14,Vizcaya,M,46-60,Mobile,True,2023-01-04
46849,2023-06-07,Soria,F,46-60,Mobile,True,2025-04-18
46850,2024-05-14,Huelva,F,26-35,Web,True,2025-02-08
46851,2023-05-20,Girona,,60+,Web,True,2026-01-22
46852,2023-12-16,Tarragona,F,46-60,Tienda,True,2025-03-12
46853,2022-10-03,Las Palmas,F,18-25,Tienda,False,2023-07-19
46854,2024-09-19,Ávila,,26-35,Mobile,True,2024-11-07
46855,2023-06-23,Melilla,,18-25,Mobile,True,2025-08-16
46856,2024-08-27,Toledo,,60+,Tienda,True,2025-09-08
46857,2022-10-16,Melilla,F,46-60,Tienda,True,2025-12-08
46858,2021-10-17,León,F,60+,Tienda,True,2023-09-24
46859,2025-03-02,Albacete,,60+,Web,True,2025-08-30
46860,2023-12-01,Valladolid,F,26-35,Web,True,2024-09-27
46861,2023-02-01,Córdoba,M,18-25,Web,True,2023-08-22
46862,2023-12-03,Zaragoza,,60+,Mobile,True,2024-02-21
46863,2022-05-29,Ávila,F,36-45,Web,True,2023-04-24
46864,2022-01-04,Córdoba,,46-60,Mobile,True,2022-01-31
46865,2021-11-25,Soria,,60+,Mobile,True,2025-06-15
46866,2021-10-24,Melilla,,18-25,Web,True,2023-02-09
46867,2026-04-04,Tarragona,,60+,Web,True,2026-04-19
46868,2023-09-04,Cáceres,,26-35,Tienda,True,2025-09-20
46869,2023-03-21,Navarra,,26-35,Mobile,True,2023-05-22
46870,2021-05-29,Girona,F,36-45,Tienda,True,2023-08-09
46871,2023-08-24,Melilla,F,36-45,Mobile,True,2025-12-30
46872,2021-09-14,La Coruña,,60+,Mobile,True,2025-05-10
46873,2025-08-26,Palencia,M,46-60,Tienda,True,2025-11-26
46874,2022-07-04,Ciudad,M,46-60,Web,True,2022-12-31
46875,2021-12-31,Salamanca,F,46-60,Mobile,True,2024-01-03
46876,2024-07-19,Málaga,M,18-25,Web,True,2026-04-01
46877,2023-09-27,Lleida,F,36-45,Web,True,2025-12-18
46878,2026-05-07,Cuenca,F,36-45,Web,True,2026-05-12
46879,2021-11-27,Almería,,36-45,Mobile,True,2022-05-16
46880,2021-09-03,Cáceres,M,60+,Mobile,True,2026-01-12
46881,2025-03-06,Zaragoza,M,60+,Tienda,True,2026-01-10
46882,2023-10-22,Álava,F,36-45,Mobile,True,2025-08-09
46883,2023-06-23,Huelva,M,18-25,Web,True,2025-06-24
46884,2022-09-15,Ourense,M,60+,Tienda,True,2025-05-31
46885,2022-04-26,Sevilla,,46-60,Web,True,2024-12-10
46886,2026-04-20,Tarragona,,18-25,Mobile,True,2026-05-01
46887,2024-12-01,Lugo,,26-35,Web,True,2025-12-23
46888,2022-10-07,Burgos,,60+,Web,False,2025-04-10
46889,2025-09-15,Tarragona,F,36-45,Tienda,True,2025-11-17
46890,2025-03-02,Granada,F,36-45,Web,True,2026-05-14
46891,2022-02-04,Pontevedra,F,60+,Tienda,True,2024-04-28
46892,2025-10-14,Lugo,,26-35,Tienda,True,2026-03-29
46893,2022-03-28,Valencia,M,46-60,Web,True,2024-03-06
46894,2025-02-04,Soria,,26-35,Tienda,True,2025-04-20
46895,2022-02-28,Sevilla,,46-60,Tienda,True,2024-03-09
46896,2023-03-04,Badajoz,M,60+,Mobile,True,2025-08-22
46897,2025-01-05,Ciudad,,46-60,Mobile,False,2025-01-22
46898,2023-07-24,Baleares,F,46-60,Web,False,2023-08-07
46899,2023-10-29,Jaén,,46-60,Mobile,True,2026-03-13
46900,2023-06-26,Lugo,,36-45,Tienda,False,2024-04-11
46901,2025-03-11,La Rioja,,18-25,Mobile,False,2026-04-05
46902,2021-10-10,Jaén,F,18-25,Mobile,True,2026-04-06
46903,2024-08-07,Huesca,F,60+,Web,True,2024-12-05
46904,2023-12-02,Tarragona,,60+,Web,True,2024-04-24
46905,2026-01-28,Soria,M,60+,Mobile,True,2026-02-10
46906,2024-04-08,Pontevedra,M,46-60,Tienda,True,2024-06-10
46907,2024-10-14,Córdoba,M,26-35,Web,True,2024-11-14
46908,2024-09-18,Huelva,F,46-60,Web,True,2026-04-17
46909,2024-05-12,Valladolid,F,60+,Web,True,2025-06-26
46910,2022-03-15,Álava,F,46-60,Tienda,True,2026-02-18
46911,2026-02-02,Cádiz,,46-60,Mobile,True,2026-04-13
46912,2024-02-01,Ávila,F,36-45,Tienda,True,2024-11-01
46913,2023-12-27,Lugo,F,60+,Web,True,2024-04-01
46914,2025-07-07,Huelva,F,36-45,Tienda,True,2025-08-19
46915,2022-02-18,Zamora,F,18-25,Mobile,True,2022-06-19
46916,2023-06-10,Santa Cruz de Tenerife,M,18-25,Web,True,2026-04-25
46917,2025-05-03,Granada,F,36-45,Mobile,True,2026-04-04
46918,2022-04-17,Cantabria,,60+,Web,True,2022-11-30
46919,2022-04-10,Guipúzcoa,F,26-35,Web,True,2023-04-02
46920,2023-12-08,Vizcaya,F,18-25,Tienda,True,2024-01-17
46921,2024-09-19,Cádiz,M,26-35,Mobile,True,2026-02-15
46922,2024-07-13,Valencia,M,60+,Mobile,True,2026-01-13
46923,2021-10-05,Cádiz,,18-25,Web,True,2022-08-24
46924,2023-03-28,Barcelona,F,26-35,Mobile,True,2026-01-06
46925,2022-10-17,Cáceres,M,60+,Web,True,2023-08-21
46926,2025-02-26,Lleida,M,60+,Web,True,2026-03-26
46927,2021-06-09,Cádiz,M,60+,Mobile,True,2022-03-05
46928,2026-03-19,Málaga,M,18-25,Web,True,2026-04-13
46929,2021-06-01,Zamora,M,18-25,Mobile,True,2024-01-03
46930,2022-02-04,Cádiz,M,26-35,Web,True,2022-02-24
46931,2025-03-28,Santa Cruz de Tenerife,F,26-35,Web,True,2025-09-01
46932,2026-05-08,Ourense,,36-45,Mobile,False,2026-05-15
46933,2021-05-17,Alicante,,60+,Tienda,True,2022-02-23
46934,2022-05-29,Melilla,F,26-35,Web,True,2024-07-04
46935,2024-05-16,Sevilla,,60+,Mobile,True,2026-01-20
46936,2023-12-31,Lugo,M,36-45,Mobile,True,2025-03-01
46937,2023-03-19,Guadalajara,,36-45,Web,True,2023-07-22
46938,2025-04-20,Badajoz,,46-60,Mobile,True,2026-02-17
46939,2024-08-15,Cuenca,,18-25,Mobile,True,2024-08-22
46940,2022-11-10,Huesca,,36-45,Web,True,2026-03-01
46941,2022-12-10,Lugo,,46-60,Mobile,True,2023-07-22
46942,2025-03-11,Teruel,F,46-60,Web,True,2025-12-08
46943,2025-05-15,Tarragona,F,46-60,Web,False,2026-04-16
46944,2026-01-11,La Coruña,M,36-45,Mobile,True,2026-04-08
46945,2024-04-18,Cuenca,,18-25,Web,True,2026-04-28
46946,2022-12-09,Huesca,M,60+,Mobile,True,2025-07-08
46947,2024-02-10,Zaragoza,F,26-35,Tienda,True,2026-03-18
46948,2022-11-14,Ourense,F,26-35,Mobile,True,2025-01-06
46949,2022-09-22,Barcelona,M,60+,Tienda,True,2024-08-20
46950,2021-12-23,Ávila,M,46-60,Web,True,2025-01-31
46951,2022-10-02,Valencia,,46-60,Web,True,2024-04-14
46952,2023-01-18,Sevilla,,26-35,Mobile,True,2025-12-30
46953,2025-07-06,Huelva,M,46-60,Mobile,True,2025-10-30
46954,2025-08-18,Teruel,M,60+,Mobile,True,2025-12-14
46955,2025-11-03,Lleida,F,36-45,Tienda,True,2026-03-30
46956,2024-06-21,León,F,36-45,Mobile,True,2024-11-07
46957,2023-12-09,Soria,M,46-60,Mobile,True,2025-11-27
46958,2025-10-19,Segovia,M,26-35,Tienda,True,2026-05-14
46959,2022-08-25,Málaga,M,60+,Mobile,True,2024-06-28
46960,2025-04-19,Álava,F,18-25,Web,True,2026-02-27
46961,2025-09-08,Jaén,M,60+,Mobile,True,2026-03-21
46962,2024-04-07,Ciudad,,18-25,Tienda,True,2025-01-19
46963,2025-11-26,La Coruña,,18-25,Web,True,2026-03-30
46964,2023-03-13,Cantabria,F,36-45,Web,True,2025-09-03
46965,2025-03-23,Badajoz,,60+,Tienda,True,2025-09-26
46966,2025-07-31,Valencia,,46-60,Tienda,True,2026-03-31
46967,2023-10-10,Lleida,,26-35,Mobile,True,2025-07-28
46968,2024-08-23,Madrid,,36-45,Mobile,True,2025-02-10
46969,2024-03-07,Baleares,F,60+,Web,True,2025-02-20
46970,2026-05-17,Zaragoza,M,18-25,Tienda,False,2026-05-17
46971,2023-08-07,León,F,18-25,Tienda,True,2024-01-31
46972,2024-05-18,Burgos,F,60+,Web,True,2024-05-18
46973,2021-12-25,Valencia,F,36-45,Web,True,2023-07-29
46974,2021-09-13,Guipúzcoa,,36-45,Mobile,True,2021-10-02
46975,2026-03-07,Jaén,M,36-45,Web,True,2026-03-28
46976,2021-05-30,Soria,M,36-45,Mobile,True,2021-10-28
46977,2022-06-09,Ávila,F,46-60,Mobile,True,2023-02-08
46978,2026-05-14,Baleares,M,46-60,Web,True,2026-05-17
46979,2025-12-15,Ávila,M,36-45,Tienda,True,2026-04-27
46980,2024-02-29,Salamanca,M,36-45,Tienda,True,2026-03-01
46981,2022-05-12,Almería,F,26-35,Mobile,True,2024-03-15
46982,2023-06-04,Lugo,,36-45,Mobile,True,2025-10-31
46983,2023-04-19,Zaragoza,,36-45,Tienda,True,2024-07-30
46984,2023-01-29,Castellón,,36-45,Web,True,2026-04-12
46985,2024-04-01,Cáceres,,26-35,Tienda,False,2025-08-11
46986,2023-05-18,Zaragoza,F,26-35,Web,True,2025-01-09
46987,2023-01-31,La Rioja,M,60+,Web,True,2026-01-28
46988,2026-03-15,Almería,,18-25,Tienda,True,2026-04-02
46989,2023-06-28,Álava,,18-25,Web,True,2026-04-15
46990,2024-12-12,Castellón,,26-35,Mobile,True,2025-01-27
46991,2024-04-29,Segovia,,36-45,Mobile,False,2026-04-04
46992,2023-02-17,Palencia,,26-35,Tienda,True,2023-11-12
46993,2024-01-11,Jaén,F,36-45,Web,True,2025-12-13
46994,2025-08-12,Alicante,F,46-60,Tienda,True,2026-05-09
46995,2025-01-03,Lugo,F,26-35,Mobile,True,2026-05-02
46996,2024-01-29,Ceuta,M,46-60,Web,True,2026-04-29
46997,2025-12-05,Navarra,,36-45,Web,True,2026-01-29
46998,2022-01-18,Valladolid,F,18-25,Tienda,True,2025-04-03
46999,2021-06-04,Zamora,F,18-25,Web,True,2025-05-15
47000,2022-09-12,Palencia,,26-35,Tienda,True,2023-09-08
47001,2021-08-12,Palencia,F,36-45,Tienda,True,2022-12-14
47002,2022-08-25,Lugo,M,18-25,Web,True,2025-02-04
47003,2022-08-29,Guipúzcoa,M,18-25,Web,True,2023-07-30
47004,2021-09-27,Santa Cruz de Tenerife,F,18-25,Web,True,2025-03-04
47005,2025-08-10,La Coruña,,46-60,Tienda,True,2025-12-05
47006,2022-08-05,Almería,F,36-45,Mobile,True,2023-07-31
47007,2026-01-10,Cádiz,F,60+,Web,True,2026-02-05
47008,2022-07-14,Badajoz,,36-45,Tienda,True,2026-01-01
47009,2024-09-25,Lleida,M,46-60,Tienda,True,2026-04-14
47010,2026-02-08,Murcia,,18-25,Web,True,2026-05-05
47011,2023-01-21,Las Palmas,,46-60,Tienda,True,2026-03-14
47012,2025-05-10,Asturias,,36-45,Tienda,True,2025-05-23
47013,2025-02-02,Almería,F,18-25,Mobile,True,2025-11-01
47014,2021-11-17,Málaga,,18-25,Mobile,True,2026-04-05
47015,2023-06-05,León,F,60+,Mobile,False,2024-01-15
47016,2023-09-02,Navarra,M,26-35,Web,False,2024-07-28
47017,2025-07-20,Madrid,,46-60,Web,False,2026-02-19
47018,2022-03-20,Santa Cruz de Tenerife,M,26-35,Mobile,False,2024-02-02
47019,2024-02-29,Las Palmas,F,36-45,Tienda,True,2024-11-27
47020,2024-09-13,Burgos,M,36-45,Mobile,True,2024-10-03
47021,2024-08-08,Baleares,,36-45,Tienda,True,2024-12-03
47022,2021-12-11,Cantabria,M,46-60,Web,True,2023-09-02
47023,2021-07-02,La Coruña,M,18-25,Mobile,True,2026-02-07
47024,2024-01-14,Santa Cruz de Tenerife,F,26-35,Web,True,2025-11-12
47025,2021-05-31,Baleares,,46-60,Mobile,True,2022-06-26
47026,2025-03-07,La Coruña,,36-45,Tienda,True,2025-03-08
47027,2025-05-23,Zamora,F,26-35,Mobile,True,2025-09-23
47028,2025-10-29,Santa Cruz de Tenerife,M,46-60,Web,True,2026-03-08
47029,2021-09-28,Navarra,M,60+,Tienda,True,2021-12-19
47030,2021-10-23,Salamanca,,46-60,Tienda,False,2024-09-03
47031,2021-11-20,Madrid,F,60+,Mobile,True,2022-08-30
47032,2021-12-14,Ciudad,,18-25,Tienda,True,2025-06-06
47033,2023-10-04,Granada,,60+,Mobile,True,2026-03-07
47034,2021-08-21,La Rioja,F,36-45,Web,True,2022-02-22
47035,2024-03-07,Palencia,F,36-45,Mobile,True,2025-09-13
47036,2022-11-21,Asturias,F,60+,Tienda,True,2023-05-06
47037,2024-10-01,Badajoz,,36-45,Web,True,2025-07-06
47038,2025-11-09,Girona,M,60+,Mobile,False,2026-01-07
47039,2022-05-15,Baleares,M,26-35,Tienda,True,2023-02-01
47040,2023-07-25,Soria,,26-35,Tienda,True,2024-12-21
47041,2022-08-31,Santa Cruz de Tenerife,M,36-45,Tienda,False,2025-07-26
47042,2025-04-05,Córdoba,M,46-60,Tienda,True,2025-12-12
47043,2025-01-28,Asturias,F,18-25,Tienda,True,2025-06-23
47044,2023-12-10,Huelva,M,46-60,Mobile,True,2024-07-23
47045,2025-01-22,León,,18-25,Web,True,2025-05-25
47046,2024-06-29,Cáceres,,18-25,Web,True,2024-10-14
47047,2022-02-05,Asturias,,36-45,Tienda,True,2024-03-21
47048,2022-06-29,Baleares,F,18-25,Tienda,True,2023-08-12
47049,2023-05-20,Tarragona,,46-60,Tienda,True,2025-08-02
47050,2025-05-21,Lleida,,26-35,Web,True,2026-01-03
47051,2025-10-10,La Coruña,M,60+,Mobile,True,2026-04-19
47052,2024-10-28,Soria,M,26-35,Mobile,False,2026-01-13
47053,2023-10-17,Cantabria,,60+,Web,True,2024-09-01
47054,2021-05-28,Salamanca,F,26-35,Tienda,True,2023-01-27
47055,2022-03-08,Granada,F,26-35,Mobile,True,2022-10-13
47056,2022-01-27,Álava,M,36-45,Tienda,False,2025-07-15
47057,2022-05-01,Ciudad,,36-45,Mobile,True,2025-08-13
47058,2024-01-13,Jaén,M,26-35,Tienda,True,2025-08-22
47059,2025-04-23,Cuenca,,26-35,Tienda,True,2026-01-08
47060,2025-09-21,Jaén,F,46-60,Web,False,2026-05-01
47061,2025-04-12,Murcia,F,18-25,Web,False,2025-06-11
47062,2024-06-19,Guadalajara,,46-60,Web,True,2025-11-18
47063,2021-08-05,Córdoba,M,60+,Tienda,True,2025-09-14
47064,2021-11-09,Almería,F,60+,Web,True,2025-03-21
47065,2024-09-18,Salamanca,F,36-45,Mobile,True,2025-10-07
47066,2024-12-17,Jaén,,26-35,Web,False,2025-01-26
47067,2024-03-03,Guipúzcoa,F,46-60,Tienda,True,2026-01-25
47068,2021-12-18,La Rioja,F,36-45,Web,True,2025-06-02
47069,2023-05-27,Valladolid,M,60+,Tienda,True,2024-02-06
47070,2025-12-11,Melilla,,60+,Mobile,True,2026-04-14
47071,2023-08-19,Teruel,M,26-35,Tienda,True,2025-04-06
47072,2024-01-10,Murcia,F,18-25,Mobile,True,2025-02-06
47073,2021-07-29,Las Palmas,,36-45,Web,False,2025-06-03
47074,2021-08-16,Jaén,F,60+,Web,True,2022-03-13
47075,2022-09-28,Salamanca,,26-35,Tienda,True,2025-07-30
47076,2026-04-16,Guadalajara,,46-60,Tienda,True,2026-04-26
47077,2021-11-16,Valladolid,M,36-45,Mobile,False,2026-03-14
47078,2023-01-27,Alicante,F,46-60,Mobile,True,2026-03-06
47079,2022-08-17,Álava,,26-35,Tienda,True,2024-12-21
47080,2025-01-15,Cantabria,M,26-35,Web,True,2025-09-23
47081,2023-07-05,Las Palmas,F,46-60,Web,True,2025-09-29
47082,2021-11-09,Zamora,F,26-35,Tienda,True,2022-07-02
47083,2023-07-10,Cantabria,F,60+,Mobile,True,2024-02-19
47084,2024-01-19,Murcia,,18-25,Mobile,True,2025-03-16
47085,2022-01-28,Girona,M,26-35,Web,True,2023-01-15
47086,2021-11-02,Cádiz,F,60+,Tienda,True,2026-03-16
47087,2021-10-03,Álava,,46-60,Mobile,True,2021-12-18
47088,2025-01-27,Ciudad,F,60+,Mobile,True,2026-01-16
47089,2023-09-20,Ciudad,F,26-35,Mobile,True,2024-09-30
47090,2022-05-30,Cádiz,M,60+,Mobile,True,2025-07-09
47091,2025-02-26,Zamora,M,36-45,Tienda,True,2025-09-16
47092,2022-01-11,Melilla,,60+,Web,True,2024-04-01
47093,2022-10-16,Lugo,,18-25,Mobile,True,2026-03-01
47094,2022-08-06,Cuenca,F,60+,Web,True,2024-02-16
47095,2021-10-09,Ciudad,,26-35,Mobile,True,2022-09-29
47096,2025-10-26,Albacete,,26-35,Tienda,False,2026-01-16
47097,2024-08-03,Valladolid,,18-25,Mobile,True,2024-11-06
47098,2024-07-21,Zamora,F,18-25,Mobile,True,2024-12-30
47099,2024-10-22,Albacete,F,18-25,Web,True,2025-03-15
47100,2022-04-25,Cádiz,F,60+,Tienda,False,2023-05-06
47101,2022-04-04,Cáceres,,60+,Tienda,True,2025-08-26
47102,2024-06-21,Huelva,F,26-35,Tienda,True,2025-08-08
47103,2023-06-26,Girona,M,36-45,Web,True,2024-10-18
47104,2025-09-24,León,,46-60,Web,True,2025-10-05
47105,2026-01-05,Navarra,M,26-35,Mobile,True,2026-05-02
47106,2022-12-19,Valladolid,F,46-60,Tienda,True,2025-05-16
47107,2022-04-10,La Rioja,F,60+,Web,True,2024-05-31
47108,2023-02-21,Asturias,F,60+,Tienda,True,2024-06-16
47109,2021-05-22,Santa Cruz de Tenerife,F,60+,Mobile,True,2024-01-19
47110,2023-08-26,Ourense,F,36-45,Web,True,2025-04-07
47111,2022-06-01,Ciudad,M,26-35,Mobile,True,2024-05-25
47112,2021-07-08,Ciudad,M,60+,Mobile,True,2025-03-21
47113,2025-06-24,Toledo,M,18-25,Tienda,True,2025-07-18
47114,2026-03-15,Cádiz,M,36-45,Mobile,False,2026-04-03
47115,2021-09-13,Zamora,,46-60,Mobile,True,2026-05-13
47116,2021-12-28,Cádiz,M,60+,Web,True,2022-06-13
47117,2023-10-25,Baleares,M,18-25,Mobile,True,2025-12-09
47118,2023-05-06,Huelva,M,18-25,Tienda,False,2025-03-17
47119,2024-01-09,Tarragona,F,60+,Web,True,2025-01-24
47120,2024-09-06,Albacete,F,60+,Web,True,2024-12-15
